Cena;Objeto;Texto Original (PT);Traducao (EN);Key sugerida
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideValue;00;;00
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideLabel;DESLIZES;;deslizes
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionValue;00;;00
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionLabel;COLISÕES;;colisoes
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TimeValue;00:00;;0000
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TextLabel;TEMPO;;tempo
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/TitleText;NÍVEL CONCLUÍDO;;nivel_concluido
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Restart/Text _Restart;REINICIAR;;reiniciar
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Resume/Text_Resume;CONTINUAR;;continuar
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/TextPause;PAUSA;;pausa
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Slides;New Text;;new_text
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Collisions;New Text;;new_text
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Time;New Text;;new_text
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Right/Text_Speed;New Text;;new_text
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Right/Text_Mode;New Text;;new_text
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Break;Travão;;travao
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Pausa;Pausa;;pausa
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Speed;Velocidade;;velocidade
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Mover;Mover/Recentrar;;moverrecentrar
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Break;Travão;;travao
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Pausa;Pausa;;pausa
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Speed;Velocidade;;velocidade
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Mover;Mover/Recentrar;;moverrecentrar
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/Main Camera/Text_Countdown;Sample text;;sample_text
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/Main Camera/Canvas/Text_Warning;New Text;;new_text
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningText;New Text;;new_text
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Txt_HazardWarning;MANTER DISTANCIA DAS PESSOAS;;manter_distancia_das_pessoas
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Btn_Restart/TextResume;REINICIAR;;reiniciar
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Icon_Warning;!;;
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextSlides;Deslizes: 0;;deslizes_0
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/Separator (1);|;;
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextCollisions;Colisões: 0;;colisoes_0
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/Separator;|;;
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextTime;00:00;;0000
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Restart/TextMenu;REINICIAR;;reiniciar
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Resume/TextResume;CONTINUAR;;continuar
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/TextPause;PAUSA;;pausa
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_NextLevel/TextMenu;PRÓXIMO;;proximo
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Repetir/TextMenu;REPETIR;;repetir
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Value;01:00;;0100
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Label;DESLIZES;;deslizes
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Value;01:00;;0100
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Label;COLISÕES;;colisoes
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Value;01:00;;0100
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Label;TEMPO;;tempo
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/EndGameMessage;NÍVEL CONCLUÍDO;;nivel_concluido
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_MainMenu/TextMenu;MENU PRINCIPAL;;menu_principal
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_Restart/TextMenu;REPETIR;;repetir
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningIcon;!;;
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Next/Text (TMP);PRÓXIMO;;proximo
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Restart/Text (TMP);REINICIAR;;reiniciar
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideValue;00;;00
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideLabel;DESLIZES;;deslizes
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionValue;00;;00
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionLabel;COLISÕES;;colisoes
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TimeValue;00:00;;0000
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TextLabel;TEMPO;;tempo
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/TitleText;NÍVEL CONCLUÍDO;;nivel_concluido
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Restart/Text _Restart;REINICIAR;;reiniciar
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Resume/Text_Resume;CONTINUAR;;continuar
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/TextPause;PAUSA;;pausa
Level9;MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Slides;New Text;;new_text
Level9;MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Collisions;New Text;;new_text
Level9;MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Time;New Text;;new_text
Level9;MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Right/Text_Speed;New Text;;new_text
Level9;MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Right/Text_Mode;New Text;;new_text
Level9;MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Break;Travão;;travao
Level9;MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Pausa;Pausa;;pausa
Level9;MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Speed;Velocidade;;velocidade
Level9;MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Mover;Mover/Recentrar;;moverrecentrar
Level9;MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Break;Travão;;travao
Level9;MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Pausa;Pausa;;pausa
Level9;MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Speed;Velocidade;;velocidade
Level9;MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Mover;Mover/Recentrar;;moverrecentrar
Level9;MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/Main Camera/Text_Countdown;Sample text;;sample_text
Level9;MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/Main Camera/Canvas/Text_Warning;New Text;;new_text
Level9;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningText;New Text;;new_text
Level9;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Txt_HazardWarning;MANTER DISTANCIA DAS PESSOAS;;manter_distancia_das_pessoas
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Btn_Restart/TextResume;REINICIAR;;reiniciar
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Icon_Warning;!;;
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextSlides;Deslizes: 0;;deslizes_0
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/Separator (1);|;;
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextCollisions;Colisões: 0;;colisoes_0
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/Separator;|;;
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextTime;00:00;;0000
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Restart/TextMenu;REINICIAR;;reiniciar
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Resume/TextResume;CONTINUAR;;continuar
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/TextPause;PAUSA;;pausa
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_NextLevel/TextMenu;PRÓXIMO;;proximo
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Repetir/TextMenu;REPETIR;;repetir
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Value;01:00;;0100
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Label;DESLIZES;;deslizes
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Value;01:00;;0100
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Label;COLISÕES;;colisoes
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Value;01:00;;0100
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Label;TEMPO;;tempo
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/EndGameMessage;NÍVEL CONCLUÍDO;;nivel_concluido
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_MainMenu/TextMenu;MENU PRINCIPAL;;menu_principal
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_Restart/TextMenu;REPETIR;;repetir
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningIcon;!;;
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Next/Text (TMP);PRÓXIMO;;proximo
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Restart/Text (TMP);REINICIAR;;reiniciar
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideValue;00;;00
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideLabel;DESLIZES;;deslizes
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionValue;00;;00
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionLabel;COLISÕES;;colisoes
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TimeValue;00:00;;0000
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TextLabel;TEMPO;;tempo
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/TitleText;NÍVEL CONCLUÍDO;;nivel_concluido
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Restart/Text _Restart;REINICIAR;;reiniciar
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Resume/Text_Resume;CONTINUAR;;continuar
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/TextPause;PAUSA;;pausa
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Slides;New Text;;new_text
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Collisions;New Text;;new_text
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Time;New Text;;new_text
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Right/Text_Speed;New Text;;new_text
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Right/Text_Mode;New Text;;new_text
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Break;Travão;;travao
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Pausa;Pausa;;pausa
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Speed;Velocidade;;velocidade
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Mover;Mover/Recentrar;;moverrecentrar
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Break;Travão;;travao
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Pausa;Pausa;;pausa
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Speed;Velocidade;;velocidade
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Mover;Mover/Recentrar;;moverrecentrar
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/Main Camera/Text_Countdown;Sample text;;sample_text
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/Main Camera/Canvas/Text_Warning;New Text;;new_text
Level10;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningText;New Text;;new_text
Level10;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Txt_HazardWarning;MANTER DISTANCIA DAS PESSOAS;;manter_distancia_das_pessoas
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Btn_Restart/TextResume;REINICIAR;;reiniciar
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Txt_HazardWarning;MANTER DISTANCIA DAS PESSOAS;;manter_distancia_das_pessoas
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Icon_Warning;!;;
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextSlides;Deslizes: 0;;deslizes_0
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/Separator (1);|;;
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextCollisions;Colisões: 0;;colisoes_0
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/Separator;|;;
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextTime;00:00;;0000
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Restart/TextMenu;REINICIAR;;reiniciar
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Resume/TextResume;CONTINUAR;;continuar
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/TextPause;PAUSA;;pausa
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_NextLevel/TextMenu;PRÓXIMO;;proximo
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Repetir/TextMenu;REPETIR;;repetir
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Value;01:00;;0100
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Label;DESLIZES;;deslizes
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Value;01:00;;0100
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Label;COLISÕES;;colisoes
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Value;01:00;;0100
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Label;TEMPO;;tempo
Level11;MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/EndGameMessage;NÍVEL CONCLUÍDO;;nivel_concluido
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_MainMenu/TextMenu;MENU PRINCIPAL;;menu_principal
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_Restart/TextMenu;REPETIR;;repetir
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningText;New Text;;new_text
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningIcon;!;;
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Next/Text (TMP);PRÓXIMO;;proximo
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Restart/Text (TMP);REINICIAR;;reiniciar
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideValue;00;;00
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideLabel;DESLIZES;;deslizes
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionValue;00;;00
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionLabel;COLISÕES;;colisoes
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TimeValue;00:00;;0000
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TextLabel;TEMPO;;tempo
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/TitleText;NÍVEL CONCLUÍDO;;nivel_concluido
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Restart/Text _Restart;REINICIAR;;reiniciar
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Resume/Text_Resume;CONTINUAR;;continuar
Level11;MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/TextPause;PAUSA;;pausa
Level11;MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Slides;New Text;;new_text
Level11;MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Collisions;New Text;;new_text
Level11;MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Time;New Text;;new_text
Level11;MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Right/Text_Speed;New Text;;new_text
Level11;MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Right/Text_Mode;New Text;;new_text
